Month,Day,Year,Age,Wing,Weight,Culmen,Hallux,Tail,StandardTail,KeelFat,Crop,Species
Sep,Week2,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,1->2,SS
Sep,Week3,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Sep,Week3,Year-2003,I,200->300,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Sep,Week3,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week3,Year-2003,I,100->200,0->500,0->10,0->50,100->150,100->150,3->4,1->2,SS
Sep,Week3,Year-2003,I,100->200,0->500,0->10,0->50,100->150,100->150,2->3,0->1,SS
Sep,Week3,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,1->2,SS
Sep,Week3,Year-2003,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,CH
Sep,Week3,Year-2003,I,200->300,500->1000,10->20,0->50,200->250,200->250,2->3,0->1,CH
Sep,Week3,Year-2003,I,100->200,0->500,0->10,0->50,100->150,100->150,3->4,0->1,SS
Sep,Week3,Year-2003,A,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week3,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week3,Year-2003,I,100->200,0->500,0->10,0->50,100->150,100->150,2->3,0->1,SS
Sep,Week3,Year-2003,I,100->200,0->500,10->20,0->50,100->150,100->150,3->4,0->1,SS
Sep,Week4,Year-2003,I,100->200,0->500,0->10,0->50,100->150,300->350,3->4,0->1,SS
Sep,Week4,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week4,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,3->4,0->1,RT
Sep,Week4,Year-2003,I,100->200,0->500,0->10,0->50,100->150,100->150,3->4,0->1,SS
Sep,Week4,Year-2003,I,200->300,0->500,10->20,0->50,200->250,200->250,2->3,0->1,CH
Sep,Week4,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Sep,Week4,Year-2003,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,CH
Sep,Week4,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Sep,Week4,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week4,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,3->4,0->1,RT
Sep,Week4,Year-2003,I,100->200,0->500,10->20,0->50,100->150,150->200,3->4,0->1,SS
Sep,Week4,Year-2003,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,CH
Sep,Week3,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Sep,Week4,Year-2003,I,200->300,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Sep,Week4,Year-2003,I,100->200,0->500,10->20,0->50,100->150,100->150,1->2,0->1,SS
Sep,Week4,Year-2003,A,200->300,0->500,10->20,0->50,150->200,150->200,1->2,0->1,CH
Sep,Week4,Year-2003,I,100->200,0->500,0->10,0->50,100->150,100->150,1->2,0->1,SS
Sep,Week5,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,3->4,0->1,RT
Sep,Week5,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,3->4,0->1,RT
Sep,Week5,Year-2003,I,100->200,0->500,10->20,0->50,100->150,100->150,3->4,1->2,SS
Sep,Week5,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Sep,Week5,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Sep,Week5,Year-2003,I,100->200,0->500,10->20,0->50,100->150,100->150,3->4,0->1,SS
Sep,Week5,Year-2003,I,400->500,1000->1500,20->30,0->50,250->300,250->300,2->3,0->1,RT
Sep,Week5,Year-2003,A,200->300,0->500,10->20,0->50,200->250,200->250,3->4,0->1,CH
Sep,Week5,Year-2003,A,100->200,0->500,10->20,0->50,150->200,150->200,3->4,1->2,SS
Sep,Week5,Year-2003,A,100->200,0->500,10->20,0->50,150->200,150->200,3->4,1->2,SS
Oct,Week1,Year-2003,A,200->300,0->500,10->20,0->50,150->200,150->200,3->4,0->1,CH
Oct,Week1,Year-2003,A,300->400,1000->1500,20->30,0->50,150->200,200->250,2->3,0->1,RT
Oct,Week1,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week1,Year-2003,I,400->500,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week1,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week1,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week1,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week1,Year-2003,I,100->200,0->500,0->10,0->50,100->150,100->150,3->4,0->1,SS
Oct,Week1,Year-2003,I,200->300,0->500,10->20,0->50,200->250,200->250,2->3,0->1,CH
Oct,Week1,Year-2003,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,CH
Oct,Week1,Year-2003,I,100->200,0->500,10->20,0->50,100->150,100->150,3->4,0->1,SS
Oct,Week1,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week1,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,3->4,0->1,RT
Oct,Week1,Year-2003,A,300->400,1000->1500,20->30,0->50,150->200,200->250,1->2,0->1,RT
Oct,Week1,Year-2003,I,400->500,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week1,Year-2003,A,100->200,0->500,10->20,0->50,100->150,150->200,3->4,1->2,SS
Oct,Week1,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week2,Year-2003,I,100->200,0->500,10->20,0->50,100->150,100->150,3->4,0->1,SS
Oct,Week2,Year-2003,I,400->500,1000->1500,20->30,0->50,100->150,200->250,2->3,0->1,RT
Oct,Week2,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,1->2,RT
Oct,Week2,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week2,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,3->4,0->1,RT
Oct,Week2,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Oct,Week2,Year-2003,I,100->200,0->500,0->10,0->50,100->150,100->150,3->4,0->1,SS
Oct,Week2,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week2,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,150->200,3->4,0->1,RT
Oct,Week2,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week2,Year-2003,I,400->500,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week2,Year-2003,A,100->200,0->500,0->10,0->50,100->150,100->150,3->4,0->1,SS
Oct,Week2,Year-2003,A,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week3,Year-2003,A,400->500,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week3,Year-2003,A,100->200,0->500,0->10,0->50,100->150,100->150,2->3,0->1,SS
Oct,Week3,Year-2003,I,100->200,0->500,0->10,0->50,100->150,100->150,3->4,0->1,SS
Oct,Week3,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week3,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week4,Year-2003,A,200->300,0->500,10->20,0->50,150->200,150->200,3->4,0->1,CH
Oct,Week4,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week4,Year-2003,I,300->400,1000->1500,20->30,0->50,200->250,200->250,3->4,0->1,RT
Oct,Week4,Year-2003,I,400->500,1500->2000,20->30,0->50,200->250,200->250,3->4,0->1,RT
Oct,Week4,Year-2003,A,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week4,Year-2003,A,300->400,1000->1500,20->30,0->50,200->250,200->250,3->4,0->1,RT
Oct,Week4,Year-2003,A,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week4,Year-2003,A,100->200,0->500,10->20,0->50,150->200,150->200,2->3,0->1,SS
Oct,Week4,Year-2003,A,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Oct,Week5,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Oct,Week5,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Oct,Week5,Year-2003,A,300->400,1000->1500,20->30,0->50,150->200,200->250,2->3,0->1,RT
Oct,Week5,Year-2003,I,200->300,0->500,10->20,0->50,150->200,150->200,2->3,0->1,CH
Nov,Week1,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Nov,Week1,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Nov,Week1,Year-2003,A,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Nov,Week1,Year-2003,I,400->500,1000->1500,20->30,0->50,200->250,200->250,3->4,0->1,RT
Nov,Week2,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Nov,Week2,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Nov,Week2,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Nov,Week2,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Nov,Week2,Year-2003,A,300->400,1000->1500,20->30,0->50,200->250,200->250,2->3,0->1,RT
Nov,Week2,Year-2003,I,200->300,0->500,10->20,0->50,150->200,150->200,3->4,1->2,SS
Nov,Week3,Year-2003,A,300->400,1000->1500,20->30,0->50,200->250,200->250,3->4,0->1,RT
Nov,Week3,Year-2003,A,300->400,500->1000,20->30,0->50,150->200,200->250,2->3,0->1,RT
Nov,Week3,Year-2003,A,400->500,1000->1500,20->30,0->50,200->250,200->250,3->4,0->1,RT
Nov,Week3,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,1->2,0->1,RT
Nov,Week3,Year-2003,I,300->400,1500->2000,20->30,0->50,200->250,200->250,3->4,0->1,RT
Nov,Week3,Year-2003,I,100->200,0->500,10->20,0->50,150->200,150->200,3->4,0->1,SS
Nov,Week3,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Nov,Week3,Year-2003,I,300->400,500->1000,20->30,0->50,200->250,200->250,2->3,0->1,RT
Nov,Week3,Year-2003,A,100->200,1000->1500,20->30,0->50,200->250,200->250,1->2,0->1,RT
